Id,gender,age,nationality,sport,ind-university_grade,ind-debateclub,ind-programming_exp,ind-international_exp,ind-entrepeneur_exp,ind-languages,ind-exact_study,ind-degree,company,decision
x1268e,female,27,Dutch,Football,64,TRUE,FALSE,FALSE,TRUE,2,TRUE,bachelor,C,FALSE
x7938d,female,27,Dutch,Cricket,62,FALSE,FALSE,TRUE,FALSE,1,FALSE,phd,C,TRUE
x4288e,female,21,Belgian,Swimming,58,FALSE,TRUE,FALSE,FALSE,0,FALSE,bachelor,C,FALSE
x5000a,female,27,Dutch,Rugby,62,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,C,TRUE
x7030e,female,29,Dutch,Swimming,50,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x2620d,male,22,Dutch,Football,72,FALSE,TRUE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x3018b,male,26,Dutch,Tennis,63,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,C,FALSE
x4574c,female,22,Dutch,Running,71,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x9980b,male,27,Dutch,Rugby,59,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x9362c,female,23,Dutch,Chess,62,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,C,TRUE
x2562g,male,29,Belgian,Cricket,61,FALSE,FALSE,FALSE,FALSE,1,FALSE,master,C,TRUE
x5378g,female,24,Dutch,Swimming,65,FALSE,TRUE,TRUE,FALSE,1,FALSE,bachelor,C,TRUE
x7214f,male,28,Dutch,Rugby,63,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x5012f,female,28,Belgian,Rugby,58,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x5656f,male,22,Dutch,Chess,62,FALSE,TRUE,TRUE,FALSE,1,FALSE,bachelor,C,FALSE
x9133d,female,23,Dutch,Tennis,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x4985g,male,24,Dutch,Football,58,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x4011b,female,30,Dutch,Football,59,FALSE,FALSE,TRUE,FALSE,1,FALSE,bachelor,C,TRUE
x9503e,male,28,Dutch,Football,50,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x6744d,male,23,Dutch,Swimming,69,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,C,FALSE
x4984c,female,26,Belgian,Swimming,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x9985b,male,27,German,Cricket,60,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,C,FALSE
x4356b,male,31,Dutch,Rugby,58,FALSE,FALSE,FALSE,FALSE,1,FALSE,master,C,TRUE
x9393b,female,27,Dutch,Football,56,TRUE,TRUE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x5128c,female,27,Dutch,Rugby,68,FALSE,TRUE,TRUE,FALSE,0,TRUE,master,C,FALSE
x7784d,male,27,Dutch,Football,57,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x3347g,male,32,Belgian,Cricket,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,TRUE
x8682e,male,30,Dutch,Football,56,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x6866e,male,32,Dutch,Rugby,54,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,C,FALSE
x9684a,female,26,Dutch,Chess,68,FALSE,TRUE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x6592g,female,22,Dutch,Golf,60,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x8885d,male,27,Dutch,Rugby,65,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,C,TRUE
x4933f,female,23,Dutch,Running,66,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,C,FALSE
x3593a,male,30,Dutch,Rugby,63,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x7996c,female,31,Dutch,Cricket,61,FALSE,FALSE,FALSE,FALSE,1,FALSE,master,C,TRUE
x4737c,female,23,Dutch,Football,68,TRUE,TRUE,FALSE,TRUE,2,TRUE,bachelor,C,FALSE
x9179c,male,32,Dutch,Golf,59,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,TRUE
x8594f,male,28,German,Rugby,68,TRUE,TRUE,TRUE,TRUE,3,FALSE,phd,C,TRUE
x1179d,male,29,Dutch,Rugby,56,FALSE,FALSE,TRUE,FALSE,0,FALSE,bachelor,C,TRUE
x4811a,female,27,Dutch,Swimming,60,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,C,FALSE
x5403a,female,27,Dutch,Running,70,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,C,FALSE
x8002b,female,27,Dutch,Running,65,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,C,FALSE
x6644b,female,28,German,Chess,70,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,C,FALSE
x1962d,male,25,Belgian,Rugby,53,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,C,FALSE
x8288c,male,28,Dutch,Golf,63,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,C,TRUE
x7271a,male,28,Dutch,Rugby,59,TRUE,FALSE,FALSE,FALSE,2,FALSE,phd,C,TRUE
x7810b,female,22,Dutch,Golf,70,TRUE,TRUE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x2466e,female,25,Belgian,Swimming,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x1364f,male,28,Dutch,Tennis,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x3615b,male,26,German,Rugby,54,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,C,TRUE
x5216f,male,27,Dutch,Running,74,FALSE,TRUE,FALSE,TRUE,2,TRUE,master,C,FALSE
x3439b,male,28,Dutch,Tennis,73,FALSE,TRUE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x7067f,female,21,Dutch,Swimming,62,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x2666a,male,28,Dutch,Football,69,FALSE,TRUE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x4772e,female,25,Dutch,Football,67,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x5255c,male,30,Dutch,Football,49,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x4403c,male,26,Dutch,Football,71,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,C,FALSE
x1670g,female,22,German,Tennis,72,TRUE,TRUE,FALSE,FALSE,2,TRUE,master,C,FALSE
x8926a,male,22,Dutch,Football,60,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x9335a,female,26,Dutch,Swimming,62,FALSE,FALSE,FALSE,FALSE,0,TRUE,bachelor,C,FALSE
x2909a,female,22,Dutch,Swimming,71,FALSE,TRUE,FALSE,FALSE,0,TRUE,phd,C,FALSE
x3202c,male,29,German,Rugby,54,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,C,TRUE
x3328b,male,31,Dutch,Rugby,66,FALSE,TRUE,TRUE,FALSE,0,TRUE,phd,C,FALSE
x9429d,male,24,Dutch,Football,61,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,C,FALSE
x5624d,male,28,Dutch,Swimming,57,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,C,FALSE
x8799f,female,24,Belgian,Swimming,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x8996e,female,28,Dutch,Football,68,FALSE,FALSE,TRUE,FALSE,0,TRUE,phd,C,FALSE
x3650b,male,30,Dutch,Football,54,TRUE,FALSE,TRUE,FALSE,3,FALSE,master,C,TRUE
x6304d,male,28,Dutch,Rugby,64,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,C,FALSE
x1167a,male,27,Dutch,Football,61,TRUE,TRUE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x5245f,male,27,Dutch,Golf,71,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x9461d,male,30,Dutch,Football,53,FALSE,FALSE,FALSE,TRUE,2,FALSE,master,C,TRUE
x1754e,female,25,German,Chess,69,FALSE,FALSE,TRUE,FALSE,0,TRUE,phd,C,FALSE
x7401c,male,22,Dutch,Chess,71,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,C,TRUE
x3741g,female,27,Dutch,Running,66,FALSE,FALSE,TRUE,TRUE,2,FALSE,bachelor,C,TRUE
x2206e,other,25,German,Football,60,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x5832f,female,27,Dutch,Swimming,67,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,C,FALSE
x5182d,male,30,Dutch,Rugby,56,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,C,TRUE
x5618g,male,27,Dutch,Cricket,62,FALSE,TRUE,TRUE,FALSE,0,FALSE,master,C,FALSE
x2349b,female,22,Dutch,Running,68,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,C,FALSE
x3489a,male,24,Dutch,Rugby,56,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,C,TRUE
x6613e,male,26,Dutch,Swimming,70,FALSE,TRUE,TRUE,FALSE,1,TRUE,master,C,TRUE
x3199g,female,27,Dutch,Swimming,71,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x4439g,female,24,Dutch,Chess,68,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,C,TRUE
x6515c,female,21,Dutch,Running,66,FALSE,TRUE,TRUE,FALSE,1,TRUE,master,C,TRUE
x3972f,female,21,Dutch,Swimming,64,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,C,FALSE
x8757a,male,30,Dutch,Rugby,59,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x5971d,male,26,Dutch,Football,53,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,C,FALSE
x5318d,female,26,Dutch,Tennis,75,FALSE,TRUE,TRUE,TRUE,2,TRUE,master,C,FALSE
x7371f,male,29,Dutch,Football,65,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,TRUE
x1735f,male,23,Dutch,Running,58,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x8456e,male,23,Dutch,Tennis,58,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x9507a,male,26,Dutch,Golf,64,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,C,TRUE
x1617f,female,27,Dutch,Tennis,64,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x5384c,female,27,Dutch,Cricket,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x7565f,male,28,Belgian,Rugby,65,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x7563d,male,27,Dutch,Swimming,61,FALSE,TRUE,TRUE,FALSE,0,FALSE,bachelor,C,FALSE
x8996a,male,29,Dutch,Swimming,63,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,TRUE
x8022e,female,31,Dutch,Golf,56,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x2273c,male,22,Dutch,Tennis,73,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x4631f,female,25,Dutch,Swimming,58,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,C,FALSE
x9646g,male,28,Dutch,Rugby,68,FALSE,FALSE,TRUE,FALSE,2,FALSE,master,C,TRUE
x7318b,female,27,German,Swimming,60,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,C,FALSE
x1689b,male,24,Dutch,Football,51,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,C,TRUE
x6486g,male,27,Dutch,Rugby,51,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x6302e,male,32,Dutch,Rugby,66,FALSE,TRUE,TRUE,FALSE,0,TRUE,phd,C,FALSE
x9419f,male,26,Belgian,Tennis,63,FALSE,TRUE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x7391d,female,25,Belgian,Swimming,61,FALSE,TRUE,TRUE,FALSE,0,FALSE,master,C,FALSE
x8389g,female,23,Dutch,Chess,65,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x2286a,female,24,Dutch,Swimming,62,FALSE,FALSE,FALSE,FALSE,0,TRUE,bachelor,C,FALSE
x2820b,female,22,Dutch,Tennis,71,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,C,FALSE
x5673g,female,21,Dutch,Running,59,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x6806a,female,28,Dutch,Golf,58,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,C,FALSE
x5598g,female,22,Dutch,Tennis,71,TRUE,TRUE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x3824e,other,26,Dutch,Swimming,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x2908g,male,24,Belgian,Football,54,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x3757d,male,27,Dutch,Cricket,58,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,C,FALSE
x6827c,male,30,Belgian,Swimming,66,FALSE,FALSE,TRUE,FALSE,0,TRUE,master,C,FALSE
x4294c,female,28,Dutch,Chess,74,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x5987b,male,28,Dutch,Football,61,TRUE,FALSE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x1999d,male,30,Dutch,Tennis,60,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x3647a,male,21,Dutch,Golf,65,TRUE,TRUE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x8766g,male,28,Dutch,Rugby,54,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,C,FALSE
x2263f,other,32,Belgian,Golf,59,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,C,TRUE
x5127a,male,29,Dutch,Rugby,58,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,C,TRUE
x4251f,female,32,Belgian,Football,54,FALSE,FALSE,TRUE,FALSE,0,FALSE,phd,C,FALSE
x1451c,female,28,Dutch,Rugby,61,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x1199d,male,24,Dutch,Cricket,70,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,C,FALSE
x2138f,female,27,Dutch,Football,65,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x8509a,female,26,Dutch,Chess,64,FALSE,FALSE,TRUE,FALSE,1,FALSE,bachelor,C,FALSE
x2460c,male,27,Dutch,Rugby,56,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,C,FALSE
x8552c,female,24,Dutch,Swimming,58,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x6125g,female,28,Dutch,Golf,59,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x7516c,female,28,Dutch,Swimming,65,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,C,TRUE
x2232e,male,27,German,Rugby,65,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,C,TRUE
x5458d,other,25,Dutch,Chess,70,FALSE,TRUE,TRUE,FALSE,0,TRUE,master,C,FALSE
x9634f,male,32,Dutch,Rugby,60,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,C,FALSE
x9986c,female,30,Dutch,Football,65,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,C,TRUE
x9843e,male,29,Belgian,Golf,70,FALSE,TRUE,TRUE,FALSE,1,TRUE,phd,C,TRUE
x7333a,male,25,Dutch,Tennis,65,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x2385b,female,27,Dutch,Golf,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,TRUE
x5191b,other,22,Dutch,Chess,64,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,C,FALSE
x9434g,female,22,Dutch,Tennis,62,TRUE,TRUE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x6671b,male,24,Dutch,Rugby,61,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x7044a,male,25,Belgian,Tennis,63,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x3435b,male,28,Dutch,Rugby,55,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x6438a,female,27,Dutch,Running,65,TRUE,TRUE,FALSE,TRUE,2,TRUE,bachelor,C,FALSE
x2855e,male,28,Dutch,Tennis,57,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,C,FALSE
x7410c,male,25,Dutch,Football,59,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x9422e,male,24,Dutch,Rugby,53,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,C,FALSE
x3095b,female,27,Dutch,Swimming,62,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x5496e,male,27,Dutch,Cricket,63,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,C,FALSE
x7592a,female,22,Belgian,Chess,69,FALSE,TRUE,TRUE,FALSE,0,TRUE,master,C,FALSE
x4112g,male,29,Dutch,Rugby,59,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,TRUE
x4442e,female,25,Dutch,Running,61,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,C,FALSE
x6430a,male,25,Belgian,Rugby,55,FALSE,FALSE,TRUE,FALSE,2,FALSE,master,C,TRUE
x6594g,male,26,Dutch,Golf,55,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,C,FALSE
x2536f,male,25,Dutch,Football,62,FALSE,FALSE,FALSE,TRUE,2,FALSE,master,C,TRUE
x1911g,female,23,Dutch,Swimming,63,FALSE,TRUE,TRUE,FALSE,0,FALSE,bachelor,C,TRUE
x6940a,male,29,Dutch,Rugby,60,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x2224c,male,30,Dutch,Football,63,TRUE,TRUE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x9778c,female,27,Belgian,Swimming,64,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,C,FALSE
x1502e,female,28,Dutch,Tennis,61,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x1651f,male,23,Dutch,Running,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x6403a,female,27,Dutch,Tennis,58,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x1676b,female,29,Dutch,Swimming,65,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,C,TRUE
x1662a,male,21,Dutch,Swimming,71,FALSE,FALSE,FALSE,FALSE,0,TRUE,phd,C,FALSE
x9196b,male,27,Dutch,Football,72,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x4939e,male,26,Dutch,Football,49,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,C,FALSE
x7142c,other,26,Dutch,Chess,67,FALSE,TRUE,TRUE,FALSE,0,TRUE,phd,C,TRUE
x9510g,male,22,Dutch,Running,72,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,C,FALSE
x3988f,male,29,Dutch,Swimming,58,TRUE,FALSE,TRUE,TRUE,3,FALSE,master,C,TRUE
x4801c,male,22,Belgian,Running,71,FALSE,TRUE,FALSE,TRUE,2,TRUE,master,C,FALSE
x5976a,male,24,Dutch,Rugby,55,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,C,FALSE
x1919d,female,32,Dutch,Rugby,65,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x8208e,male,27,Dutch,Rugby,61,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x2546e,male,27,German,Golf,59,FALSE,FALSE,TRUE,FALSE,0,FALSE,phd,C,FALSE
x4845b,male,29,Dutch,Rugby,53,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,C,FALSE
x3704a,female,25,German,Running,71,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,C,FALSE
x5468e,female,21,Dutch,Tennis,67,FALSE,TRUE,FALSE,TRUE,2,TRUE,bachelor,C,FALSE
x6491b,male,28,Dutch,Running,66,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x7308d,male,27,Dutch,Football,53,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,C,FALSE
x3152g,female,23,Dutch,Running,67,FALSE,FALSE,FALSE,FALSE,2,TRUE,master,C,FALSE
x9662f,male,28,Dutch,Rugby,61,TRUE,FALSE,TRUE,TRUE,3,FALSE,master,C,TRUE
x1128a,other,26,Dutch,Rugby,59,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x5455f,female,24,Dutch,Running,60,FALSE,FALSE,FALSE,FALSE,0,TRUE,bachelor,C,FALSE
x6228g,female,28,Dutch,Swimming,66,FALSE,TRUE,FALSE,FALSE,0,TRUE,phd,C,FALSE
x4192e,female,28,German,Chess,57,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,C,FALSE
x4985b,male,26,Dutch,Chess,59,FALSE,FALSE,FALSE,FALSE,0,FALSE,master,C,FALSE
x8564e,male,24,Dutch,Rugby,53,TRUE,FALSE,FALSE,TRUE,2,FALSE,master,C,FALSE
x5807c,female,25,Dutch,Running,62,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,C,FALSE
x2418b,male,32,Dutch,Rugby,58,FALSE,FALSE,FALSE,FALSE,1,FALSE,master,C,FALSE
x9410c,male,31,Dutch,Golf,64,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,C,FALSE
x5248b,female,25,Belgian,Chess,65,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x4610e,female,25,Dutch,Running,73,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x2265b,male,22,Dutch,Swimming,68,FALSE,TRUE,FALSE,TRUE,2,TRUE,bachelor,C,FALSE
x5718f,female,21,Dutch,Running,71,FALSE,TRUE,TRUE,FALSE,0,TRUE,phd,C,FALSE
x4246f,female,26,Dutch,Cricket,69,TRUE,TRUE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x2120f,female,26,Dutch,Swimming,73,FALSE,FALSE,TRUE,FALSE,1,TRUE,phd,C,TRUE
x8766c,male,26,Dutch,Cricket,56,FALSE,FALSE,FALSE,FALSE,0,FALSE,master,C,FALSE
x7058d,male,28,Belgian,Football,50,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,C,FALSE
x3816g,female,26,Dutch,Running,64,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,C,FALSE
x2786g,female,23,Dutch,Chess,72,FALSE,TRUE,TRUE,FALSE,1,TRUE,phd,C,TRUE
x9618g,female,23,Dutch,Tennis,66,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,TRUE
x7530g,female,26,Dutch,Chess,63,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x6954c,male,25,Dutch,Football,57,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,TRUE
x6469f,female,22,Belgian,Cricket,61,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x9499b,male,26,Dutch,Golf,58,FALSE,FALSE,FALSE,FALSE,1,FALSE,master,C,TRUE
x1176f,male,28,Dutch,Rugby,53,FALSE,FALSE,FALSE,TRUE,2,FALSE,master,C,TRUE
x4144d,female,28,Dutch,Football,58,FALSE,FALSE,TRUE,FALSE,0,FALSE,bachelor,C,FALSE
x8614a,male,25,Dutch,Rugby,59,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x9156b,female,30,Dutch,Football,56,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x2756g,male,27,Dutch,Golf,73,TRUE,TRUE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x7899c,female,21,German,Swimming,62,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x3750f,male,28,Dutch,Rugby,56,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x6399g,female,26,German,Chess,67,FALSE,FALSE,FALSE,FALSE,0,TRUE,phd,C,FALSE
x2404c,male,26,Belgian,Football,58,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,C,FALSE
x5379g,female,27,Dutch,Swimming,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x2876b,female,26,Dutch,Swimming,66,FALSE,FALSE,FALSE,FALSE,0,TRUE,bachelor,C,FALSE
x2052a,male,26,German,Rugby,51,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,C,TRUE
x6904e,female,28,Dutch,Swimming,69,FALSE,FALSE,FALSE,FALSE,1,TRUE,phd,C,TRUE
x4555e,male,24,German,Swimming,60,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x6983c,male,26,German,Football,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x5645a,male,29,Dutch,Football,64,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,C,TRUE
x9593g,female,28,Dutch,Rugby,60,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,C,TRUE
x3516d,male,31,Dutch,Swimming,57,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,C,FALSE
x5614g,male,27,German,Running,68,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x4990a,male,22,Dutch,Tennis,62,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,C,FALSE
x9347d,male,27,Dutch,Running,67,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,C,FALSE
x7963g,female,27,Dutch,Running,62,FALSE,TRUE,FALSE,FALSE,1,FALSE,bachelor,C,FALSE
x3008g,female,28,Dutch,Chess,66,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,C,FALSE
x8448g,male,26,Dutch,Cricket,64,TRUE,TRUE,FALSE,TRUE,2,FALSE,master,C,TRUE
x7743e,female,29,Dutch,Cricket,65,FALSE,TRUE,FALSE,FALSE,1,FALSE,master,C,TRUE
x3941a,female,27,German,Tennis,62,TRUE,FALSE,FALSE,FALSE,2,TRUE,bachelor,C,FALSE
x8212g,male,27,Dutch,Rugby,59,FALSE,TRUE,TRUE,FALSE,0,FALSE,bachelor,C,FALSE
x3201d,male,21,Dutch,Football,66,FALSE,TRUE,FALSE,TRUE,2,TRUE,bachelor,C,FALSE
x9177g,female,24,Dutch,Chess,62,FALSE,FALSE,TRUE,FALSE,0,TRUE,master,C,FALSE
x5337g,female,23,Dutch,Swimming,67,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,C,TRUE
x9211c,female,25,German,Swimming,63,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x7216g,male,26,Belgian,Football,59,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x3011b,female,25,Dutch,Swimming,61,TRUE,FALSE,FALSE,TRUE,2,TRUE,bachelor,C,FALSE
